4768499|VI17-1001386-5J9|0|PROTECCIÓN CREDINÓMINA|M|68|GUERRERO|ZIHUATANEJO DE AZUETA|ZIHUATANEJO DE AZUETA|40884|FALLECIMIENTO|320000|4572.8|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|320000|1443.2|4.51
4768498|VI17-1001385-5J9|0|PROTECCIÓN CREDINÓMINA|F|70|MORELOS|OCUITUCO|OCUITUCO|62850|FALLECIMIENTO|123410.14|1763.53|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|123410.14|556.58|4.51
4768497|VI17-1001384-5J9|0|PROTECCIÓN CREDINÓMINA|F|50|MORELOS|PUENTE DE IXTLA|PUENTE DE IXTLA|62680|FALLECIMIENTO|174118.81|2488.16|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|174118.81|785.28|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|5421.18|4671.65|861.74|DESEMPLEO INVOLUNTARIO|27105.9|0|0
4768494|VI17-1001381-5J9|0|PROTECCIÓN CREDINÓMINA|M|70|MORELOS|CUERNAVACA|CUERNAVACA|62076|FALLECIMIENTO|88103.3|1259|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|88103.3|397.35|4.51
4764081|VI17-1001371-5J9|0|PROTECCIÓN CREDINÓMINA|F|74|MORELOS|CUERNAVACA|CUERNAVACA|62450|FALLECIMIENTO|250000|3572.5|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|250000|1127.5|4.51
4764080|VI17-1001370-5J9|0|PROTECCIÓN CREDINÓMINA|F|35|MORELOS|TLAQUILTENANGO|TLAQUILTENANGO|62980|FALLECIMIENTO|88000|1257.52|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|88000|396.88|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|2739.88|2361.06|861.74|DESEMPLEO INVOLUNTARIO|13699.4|0|0
4764077|VI17-1001367-5J9|0|PROTECCIÓN CREDINÓMINA|M|74|MORELOS|ZACATEPEC|ZACATEPEC DE HIDALGO|62780|FALLECIMIENTO|105000|1500.45|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|105000|473.55|4.51
4764075|VI17-1001365-5J9|0|PROTECCIÓN CREDINÓMINA|M|39|MORELOS|TEMIXCO|TEMIXCO|62588|FALLECIMIENTO|43700|624.47|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|43700|197.09|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|1781.34|1535.05|861.74|DESEMPLEO INVOLUNTARIO|8906.7|0|0
4764073|VI17-1001363-5J9|0|PROTECCIÓN CREDINÓMINA|F|68|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39590|FALLECIMIENTO|270000|3858.3|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|270000|1217.7|4.51
4764071|VI17-1001361-5J9|0|PROTECCIÓN CREDINÓMINA|M|50|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39700|FALLECIMIENTO|145000|2072.05|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|145000|653.95|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|4427.57|3815.41|861.74|DESEMPLEO INVOLUNTARIO|22137.85|0|0
4764070|VI17-1001360-5J9|0|PROTECCIÓN CREDINÓMINA|F|43|MORELOS|TEMIXCO|TEMIXCO|62588|FALLECIMIENTO|112000|1600.48|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|112000|505.12|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|3487.12|3004.99|861.74|DESEMPLEO INVOLUNTARIO|17435.6|0|0
4764067|VI17-1001357-5J9|0|PROTECCIÓN CREDINÓMINA|M|64|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39715|FALLECIMIENTO|190000|2715.1|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|190000|856.9|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|5801.65|4999.51|861.74|DESEMPLEO INVOLUNTARIO|29008.25|0|0
4764064|VI17-1001375-5J9|0|PROTECCIÓN CREDINÓMINA|M|47|MORELOS|PUENTE DE IXTLA|PUENTE DE IXTLA|62670|FALLECIMIENTO|41934.14|599.24|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|41934.14|189.12|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|1542.33|1329.09|861.74|DESEMPLEO INVOLUNTARIO|7711.65|0|0
4759939|VI17-1001351-5J9|0|PROTECCIÓN CREDINÓMINA|F|59|MORELOS|CUERNAVACA|CUERNAVACA|62398|FALLECIMIENTO|250000|3572.5|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|250000|1127.5|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|8088.25|6969.97|861.74|DESEMPLEO INVOLUNTARIO|40441.25|0|0
4759938|VI17-1001350-5J9|0|PROTECCIÓN CREDINÓMINA|M|63|MORELOS|CUERNAVACA|CUERNAVACA|62410|FALLECIMIENTO|86000|1228.94|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|86000|387.86|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|2997.27|2582.87|861.74|DESEMPLEO INVOLUNTARIO|14986.35|0|0
4759935|VI17-1001347-5J9|0|PROTECCIÓN CREDINÓMINA|F|41|MORELOS|COATLÁN DEL RÍO|COATLÁN DEL RÍO|62610|FALLECIMIENTO|56000|800.24|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|56000|252.56|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|1743.56|1502.5|861.74|DESEMPLEO INVOLUNTARIO|8717.8|0|0
4759933|VI17-1001345-5J9|0|PROTECCIÓN CREDINÓMINA|M|49|MORELOS|ZACATEPEC|ZACATEPEC DE HIDALGO|62780|FALLECIMIENTO|13000|185.77|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|13000|58.63|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|453.07|390.43|861.74|DESEMPLEO INVOLUNTARIO|2265.35|0|0
4755816|VI17-1001323-5J9|0|PROTECCIÓN CREDINÓMINA|M|45|MORELOS|TEMIXCO|TEMIXCO|62587|FALLECIMIENTO|124568.76|1780.09|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|124568.76|561.81|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|3953.93|3407.26|861.74|DESEMPLEO INVOLUNTARIO|19769.65|0|0
4755811|VI17-1001335-5J9|0|PROTECCIÓN CREDINÓMINA|F|51|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39740|FALLECIMIENTO|115000|1643.35|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|115000|518.65|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|3511.52|3026.02|861.74|DESEMPLEO INVOLUNTARIO|17557.6|0|0
4755810|VI17-1001334-5J9|0|PROTECCIÓN CREDINÓMINA|F|59|MORELOS|JOJUTLA|JOJUTLA|62900|FALLECIMIENTO|50000|714.5|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|50000|225.5|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|1742.6|1501.67|861.74|DESEMPLEO INVOLUNTARIO|8713|0|0
4755809|VI17-1001333-5J9|0|PROTECCIÓN CREDINÓMINA|M|43|MORELOS|PUENTE DE IXTLA|PUENTE DE IXTLA|62663|FALLECIMIENTO|141379.55|2020.31|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|141379.55|637.62|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|4401.85|3793.25|861.74|DESEMPLEO INVOLUNTARIO|22009.25|0|0
4755807|VI17-1001331-5J9|0|PROTECCIÓN CREDINÓMINA|F|47|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39460|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|153500|692.29|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|4687.12|4039.08|861.74|FALLECIMIENTO|153500|2193.52|14.29|DESEMPLEO INVOLUNTARIO|23435.6|0|0
4755805|VI17-1001329-5J9|0|PROTECCIÓN CREDINÓMINA|M|64|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39550|FALLECIMIENTO|89000|1271.81|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|89000|401.39|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|2717.61|2341.87|861.74|DESEMPLEO INVOLUNTARIO|13588.05|0|0
4755801|VI17-1001325-5J9|0|PROTECCIÓN CREDINÓMINA|F|56|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39901|FALLECIMIENTO|35000|500.15|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|35000|157.85|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|1068.72|920.96|861.74|DESEMPLEO INVOLUNTARIO|5343.6|0|0
4751330|VI17-1001320-5J9|0|PROTECCIÓN CREDINÓMINA|F|40|MORELOS|CUERNAVACA|CUERNAVACA|62350|FALLECIMIENTO|47400|677.35|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|47400|213.77|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|1743.37|1502.33|861.74|DESEMPLEO INVOLUNTARIO|8716.85|0|0
4751329|VI17-1001319-5J9|0|PROTECCIÓN CREDINÓMINA|F|46|MORELOS|JONACATEPEC|JONACATEPEC|62933|FALLECIMIENTO|300000|4287|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|300000|1353|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|8893.5|7663.88|861.74|DESEMPLEO INVOLUNTARIO|44467.5|0|0
4751327|VI17-1001317-5J9|0|PROTECCIÓN CREDINÓMINA|M|50|MORELOS|CUERNAVACA|CUERNAVACA|62410|FALLECIMIENTO|70300|1004.59|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|70300|317.05|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|2188.79|1886.17|861.74|DESEMPLEO INVOLUNTARIO|10943.95|0|0
4751326|VI17-1001316-5J9|0|PROTECCIÓN CREDINÓMINA|M|45|GUERRERO|COPANATOYAC|COPANATOYAC|41470|FALLECIMIENTO|135800|1940.58|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|135800|612.46|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|4146.65|3573.33|861.74|DESEMPLEO INVOLUNTARIO|20733.25|0|0
4751320|VI17-1001310-5J9|0|PROTECCIÓN CREDINÓMINA|M|57|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39750|FALLECIMIENTO|80000|1143.2|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|80000|360.8|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|2442.8|2105.06|861.74|DESEMPLEO INVOLUNTARIO|12214|0|0
4745562|VI17-1001295-5J9|0|PROTECCIÓN CREDINÓMINA|M|55|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39640|FALLECIMIENTO|110929.76|1585.19|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|110929.76|500.29|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|0|0|861.74|DESEMPLEO INVOLUNTARIO|20040.55|0|0
4745559|VI17-1001292-5J9|0|PROTECCIÓN CREDINÓMINA|M|74|MORELOS|CUERNAVACA|CUERNAVACA|62100|FALLECIMIENTO|30000|428.7|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|30000|135.3|4.51
4745558|VI17-1001291-5J9|0|PROTECCIÓN CREDINÓMINA|M|72|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39480|FALLECIMIENTO|85000|1214.65|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|85000|383.35|4.51
4745557|VI17-1001290-5J9|0|PROTECCIÓN CREDINÓMINA|M|52|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39810|FALLECIMIENTO|33796.46|482.95|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|33796.46|152.42|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|1377.64|1187.17|861.74|DESEMPLEO INVOLUNTARIO|6888.2|0|0
4745555|VI17-1001288-5J9|0|PROTECCIÓN CREDINÓMINA|M|55|MORELOS|AYALA|AYALA|62715|FALLECIMIENTO|500000|7145|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|500000|2255|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|12970|11176.77|861.74|DESEMPLEO INVOLUNTARIO|64850|0|0
4745553|VI17-1001286-5J9|0|PROTECCIÓN CREDINÓMINA|M|49|GUERRERO|CHILPANCINGO DE LOS BRAVO|CHILPANCINGO DE LOS BRAVO|39058|FALLECIMIENTO|116294.63|1661.85|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|116294.63|524.49|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|3551.05|3060.08|861.74|DESEMPLEO INVOLUNTARIO|17755.25|0|0
4745549|VI17-1001282-5J9|0|PROTECCIÓN CREDINÓMINA|F|37|MORELOS|JOJUTLA|JOJUTLA|62900|FALLECIMIENTO|30000|428.7|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|30000|135.3|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|934.05|804.91|861.74|DESEMPLEO INVOLUNTARIO|4670.25|0|0
4745547|VI17-1001280-5J9|0|PROTECCIÓN CREDINÓMINA|M|58|MORELOS|JIUTEPEC|JIUTEPEC|62566|FALLECIMIENTO|148961.53|2128.66|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|148961.53|671.82|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|4504|3881.28|861.74|DESEMPLEO INVOLUNTARIO|22520|0|0
4745545|VI17-1001278-5J9|0|PROTECCIÓN CREDINÓMINA|M|67|MORELOS|PUENTE DE IXTLA|PUENTE DE IXTLA|62680|FALLECIMIENTO|87000|1243.23|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|87000|392.37|4.51
4745542|VI17-1001275-5J9|0|PROTECCIÓN CREDINÓMINA|F|50|GUERRERO|ZIHUATANEJO DE AZUETA|ZIHUATANEJO|40890|FALLECIMIENTO|300000|4287|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|300000|1353|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|9160.5|7893.97|861.74|DESEMPLEO INVOLUNTARIO|45802.5|0|0
4745541|VI17-1001274-5J9|0|PROTECCIÓN CREDINÓMINA|F|49|MORELOS|JONACATEPEC|JONACATEPEC|62933|FALLECIMIENTO|80000|1143.2|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|80000|360.8|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|2490.8|2146.42|861.74|DESEMPLEO INVOLUNTARIO|12454|0|0
4745539|VI17-1001272-5J9|0|PROTECCIÓN CREDINÓMINA|F|46|MORELOS|CUAUTLA|CUAUTLA (CUAUTLA DE MORELOS)|62746|FALLECIMIENTO|93000|1328.97|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|93000|419.43|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|2895.55|2495.21|861.74|DESEMPLEO INVOLUNTARIO|14477.75|0|0
4745538|VI17-1001271-5J9|0|PROTECCIÓN CREDINÓMINA|M|54|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39759|FALLECIMIENTO|32607.54|465.96|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|32607.54|147.06|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|1329.18|1145.41|861.74|DESEMPLEO INVOLUNTARIO|6645.9|0|0
4741307|VI17-1001254-5J9|0|PROTECCIÓN CREDINÓMINA|F|41|MORELOS|EMILIANO ZAPATA|EMILIANO ZAPATA|62760|FALLECIMIENTO|85632|1223.68|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|85632|386.2|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|2984.44|2571.81|861.74|DESEMPLEO INVOLUNTARIO|14922.2|0|0
4741306|VI17-1001253-5J9|0|PROTECCIÓN CREDINÓMINA|M|39|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39580|FALLECIMIENTO|60000|857.4|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|60000|270.6|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|2167.92|1868.18|861.74|DESEMPLEO INVOLUNTARIO|10839.6|0|0
4741305|VI17-1001252-5J9|0|PROTECCIÓN CREDINÓMINA|F|37|MORELOS|CUAUTLA|CUAUTLA (CUAUTLA DE MORELOS)|62743|FALLECIMIENTO|58000|828.82|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|58000|261.58|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|2133.24|1838.3|861.74|DESEMPLEO INVOLUNTARIO|10666.2|0|0
4741304|VI17-1001251-5J9|0|PROTECCIÓN CREDINÓMINA|M|54|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39921|FALLECIMIENTO|118600|1694.79|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|118600|534.89|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|3621.45|3120.75|861.74|DESEMPLEO INVOLUNTARIO|18107.25|0|0
4741302|VI17-1001249-5J9|0|PROTECCIÓN CREDINÓMINA|M|62|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39770|FALLECIMIENTO|117799.96|1683.36|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|117799.96|531.28|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|3597.02|3099.7|861.74|DESEMPLEO INVOLUNTARIO|17985.1|0|0
4741300|VI17-1001247-5J9|0|PROTECCIÓN CREDINÓMINA|M|74|MORELOS|CUERNAVACA|CUERNAVACA|62387|FALLECIMIENTO|65000|928.85|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|65000|293.15|4.51
4741299|VI17-1001246-5J9|0|PROTECCIÓN CREDINÓMINA|M|58|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39460|FALLECIMIENTO|255049|3644.65|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|255049|1150.27|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|7787.92|6711.16|861.74|DESEMPLEO INVOLUNTARIO|38939.6|0|0
4741297|VI17-1001244-5J9|0|PROTECCIÓN CREDINÓMINA|F|65|MORELOS|CUAUTLA|CUAUTLA (CUAUTLA DE MORELOS)|62746|FALLECIMIENTO|355000|5072.95|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|355000|1601.05|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|10839.92|9341.19|861.74|DESEMPLEO INVOLUNTARIO|54199.6|0|0
4741295|VI17-1001242-5J9|0|PROTECCIÓN CREDINÓMINA|M|47|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39715|FALLECIMIENTO|83000|1186.07|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|83000|374.33|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|2534.4|2183.99|861.74|DESEMPLEO INVOLUNTARIO|12672|0|0
4741294|VI17-1001241-5J9|0|PROTECCIÓN CREDINÓMINA|M|41|GUERRERO|ACAPULCO DE JUÁREZ|ACAPULCO DE JUÁREZ|39300|FALLECIMIENTO|50000|714.5|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|50000|225.5|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|1742.6|1501.67|861.74|DESEMPLEO INVOLUNTARIO|8713|0|0
4737670|VI17-1001234-5J9|0|PROTECCIÓN CREDINÓMINA|F|66|MORELOS|CUAUTLA|CUAUTLA (CUAUTLA DE MORELOS)|62740|FALLECIMIENTO|210540.32|3008.62|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|210540.32|949.54|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|5934.92|5114.36|861.74|DESEMPLEO INVOLUNTARIO|29674.6|0|0
4737669|VI17-1001233-5J9|0|PROTECCIÓN CREDINÓMINA|F|57|MORELOS|CUERNAVACA|CUERNAVACA|62300|FALLECIMIENTO|150000|2143.5|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|150000|676.5|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|4670.25|4024.54|861.74|DESEMPLEO INVOLUNTARIO|23351.25|0|0
4737667|VI17-1001231-5J9|0|PROTECCIÓN CREDINÓMINA|F|42|MORELOS|JIUTEPEC|JIUTEPEC|62550|FALLECIMIENTO|198900|2842.28|14.29|PAGO  DE  SUMA  ASEGURADA  POR INVALIDEZ TOTAL Y PERMANENTE|198900|897.04|4.51|DESEMPLEO INVOLUNTARIO INDIVIDUAL|6013.94|5182.45|861.74|DESEMPLEO INVOLUNTARIO|30069.7|0|0
